SD_CD,SD_NM,SGG_CD,SGG_NM,EMD_CD,EMD_NM,HJD_CD,USER_DROUG,Shape_Leng,POPCNT,SUPLPPCNT,SUPLPER,STNYEAR,USE1M,USE2M,USE3M,USE4M,USE5M,USE6M,USE7M,USE8M,USE9M,USE10M,USE11M,USE12M,LPCD,WATER1DVNM,WATER1_sou,WATER1NM,WATER1CD,INTAKE1NM,INTAKE1CD,FILTER1NM,FILTER1CD,RESERV1NM,RESERV1CD,LOCAL_DVNA,WSPSYS1CD,Shape_Le_1,Shape_Area
11,서울특별시,11110,종로구,11110530,사직동,1111053000,,5763.212425,9806,9806,1,2020,352700,118778,323227,103620,287527,110359,368596,129524,389514,121249,316433,107565,760,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,5763.212425,1158535.742
11,서울특별시,11110,종로구,11110540,삼청동,1111054000,,7426.596877,2909,2909,1,2020,104825,1065,96899,699,88652,577,101360,906,111489,1294,96420,966,568,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,7426.596877,1479254.77
11,서울특별시,11110,종로구,11110550,부암동,1111055000,,9017.654698,10333,10333,1,2020,3416,154218,3278,151530,2444,157247,2334,172136,2831,167092,2419,167208,261,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,북악터널배수지,2015006541,지방,1100rs08,9017.654698,2274738.827
11,서울특별시,11110,종로구,11110560,평창동,1111056000,,13371.47666,18582,18582,1,2020,277364,12994,270974,12609,293609,12533,317297,12482,314110,12423,302989,12143,272,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,북악터널배수지,2015006541,지방,1100rs08,13371.47666,8947328.064
11,서울특별시,11110,종로구,11110570,무악동,1111057000,,2621.082265,8592,8592,1,2020,24346,87386,23964,99029,26539,98179,26075,100771,26641,101819,25966,99109,235,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,2621.082265,369520.3596
11,서울특별시,11110,종로구,11110580,교남동,1111058000,,3427.787982,10634,10634,1,2020,119156,1410,88699,811,84189,751,94276,863,96076,783,97539,727,150,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3427.787982,346925.5723
11,서울특별시,11110,종로구,11110630,종로5·6가동,1111063000,,3641.77218,5656,5656,1,2020,39888,200697,38010,173838,31016,182854,33900,209246,37229,194769,33141,189690,659,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3641.77218,603166.8341
11,서울특별시,11110,종로구,11110640,이화동,1111064000,,4454.540207,8111,8111,1,2020,306614,115251,299897,113938,273645,105310,305320,110895,350159,131118,273575,100583,838,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4454.540207,782394.8971
11,서울특별시,11110,종로구,11110690,창신3동,1111069000,,2444.657855,7107,7107,1,2020,531,94956,460,94570,424,98102,472,100050,503,108315,507,97243,229,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2444.657855,216835.4588
11,서울특별시,11110,종로구,11110700,숭인1동,1111070000,,2852.427452,6388,6388,1,2020,80136,15704,79153,15722,81969,17344,87734,16445,89643,16924,82459,16929,257,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2852.427452,239396.0775
11,서울특별시,11110,종로구,11110670,창신1동,1111067000,,3140.472341,5964,5964,1,2020,33452,129662,32678,100526,25252,108616,27796,122885,28939,116285,26807,116900,398,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3140.472341,305337.3173
11,서울특별시,11110,종로구,11110680,창신2동,1111068000,,2934.824545,9503,9503,1,2020,135513,6095,137977,5773,135963,5175,146101,5367,148175,5249,144842,4952,253,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2934.824545,257323.0739
11,서울특별시,11110,종로구,11110600,가회동,1111060000,,4430.96852,4418,4418,1,2020,136972,55414,138215,53933,137904,61509,153923,64024,156058,63597,145651,63638,761,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4430.96852,539987.0487
11,서울특별시,11110,종로구,11110615,종로1·2·3·4가동,1111061500,,8529.255331,8448,8448,1,2020,283137,733957,272998,563170,216915,603563,265786,744683,285914,629607,234660,592952,1755,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,8529.255331,2417139.326
11,서울특별시,11140,중구,11140540,회현동,1114054000,,5337.562963,5757,5757,1,2020,372312,139460,333452,95528,293114,104058,362355,144139,380352,114939,291363,108809,1300,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,5337.562963,897827.1554
11,서울특별시,11140,중구,11140550,명동,1114055000,,6315.473313,3685,3685,1,2020,53983,244741,46954,223983,46932,226710,55204,258066,57921,248178,51395,235038,1297,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,6315.473313,969602.3049
11,서울특별시,11140,중구,11140570,필동,1114057000,,6368.025506,4754,4754,1,2020,35815,157298,30845,132332,23680,144586,25627,171127,26012,157464,25063,139852,615,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,6368.025506,1464686.148
11,서울특별시,11140,중구,11140580,장충동,1114058000,,7396.962912,5468,5468,1,2020,185862,49883,186443,40319,144818,32036,177934,39065,190479,41458,163336,39398,645,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,7396.962912,1017924.664
11,서울특별시,11140,중구,11140590,광희동,1114059000,,5607.866529,6416,6416,1,2020,118998,319607,96845,233416,75210,245484,90204,302751,104321,272111,83823,244139,931,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,5607.866529,737203.6595
11,서울특별시,11140,중구,11140625,다산동,1114062500,,4159.742009,14725,14725,1,2020,279443,526732,244465,352694,171278,354853,182947,488300,207615,403361,178748,357141,695,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4159.742009,523970.6497
11,서울특별시,11140,중구,11140635,약수동,1114063500,,3838.693509,17354,17354,1,2020,28762,141995,30519,133211,29734,136644,31395,147700,32321,144548,31516,147917,163,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3838.693509,486232.6478
11,서울특별시,11140,중구,11140645,청구동,1114064500,,2726.263658,14281,14281,1,2020,186431,71349,167455,67648,168675,65278,182851,67848,187426,66750,173953,62208,281,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2726.263658,342570.6645
11,서울특별시,11170,용산구,11170630,이촌1동,1117063000,,6975.519067,28961,28961,1,2020,9198,102999,9233,100747,9879,104230,9398,113703,10104,105443,9419,110886,66,댐(K-water),다목적댐,충주댐,1003110,암사취수장,2015006513,암사정수장,2015006516,낙성대배수지,2015006530,지방,1100rs03,6975.519067,2872766.504
11,서울특별시,11170,용산구,11170640,이촌2동,1117064000,,5154.874679,8808,8808,1,2020,35815,195501,31481,172742,27607,158863,25291,172268,25302,169965,24538,164378,373,댐(K-water),다목적댐,충주댐,1003110,암사취수장,2015006513,암사정수장,2015006516,낙성대배수지,2015006530,지방,1100rs03,5154.874679,1205543.39
11,서울특별시,11170,용산구,11170650,이태원1동,1117065000,,3743.665951,8764,8764,1,2020,177385,1680,175467,1470,176617,1302,184148,1338,187178,1442,183656,1348,341,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,3743.665951,582898.5567
11,서울특별시,11140,중구,11140665,동화동,1114066500,,3023.632987,10827,10827,1,2020,221164,395326,188706,319012,136345,319136,184117,427743,211785,379978,165352,344105,831,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3023.632987,327045.4328
11,서울특별시,11170,용산구,11170510,후암동,1117051000,,4573.904863,18202,18202,1,2020,19931,341810,20334,341859,19200,345051,19555,366915,19928,368255,18500,356050,336,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,4573.904863,865891.8394
11,서울특별시,11170,용산구,11170520,용산2가동,1117052000,,8076.863347,11272,11272,1,2020,222476,47492,222444,47456,223667,48141,232156,48812,239214,49231,224336,47939,401,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,8076.863347,1966852.675
11,서울특별시,11170,용산구,11170530,남영동,1117053000,,7296.949358,8116,8116,1,2020,233418,12434,230269,12686,234802,11592,248555,11890,246186,10097,241784,9919,506,댐(K-water),다목적댐,충주댐,1003110,자양취수장,1986000008,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs06,7296.949358,1177788.557
11,서울특별시,11170,용산구,11170570,원효로2동,1117057000,,4180.516728,14331,14331,1,2020,321966,117151,318425,120877,324600,124537,344879,124284,339906,128147,334129,123625,519,댐(K-water),다목적댐,충주댐,1003110,자양취수장,1986000008,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs06,4180.516728,708975.2034
11,서울특별시,11170,용산구,11170580,효창동,1117058000,,4729.457157,10326,10326,1,2020,6060,259147,6229,260220,5524,266797,4737,279796,4530,284349,4130,271188,437,댐(K-water),다목적댐,충주댐,1003110,암사취수장,2015006513,암사정수장,2015006516,상도배수지,2015006532,지방,1100rs03,4729.457157,446196.7399
11,서울특별시,11170,용산구,11170590,용문동,1117059000,,2737.512781,12455,12455,1,2020,182408,2672,173252,2244,178710,1972,185940,1372,189324,1050,186475,1025,243,댐(K-water),다목적댐,충주댐,1003110,자양취수장,1986000008,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs06,2737.512781,277531.4329
11,서울특별시,11140,중구,11140605,을지로동,1114060500,,4709.395745,1967,1967,1,2020,132355,30988,126571,32463,138341,35743,142528,32490,144852,32614,139169,31354,1416,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4709.395745,611651.2767
11,서울특별시,11140,중구,11140650,신당5동,1114065000,,2742.642565,9191,9191,1,2020,84544,171709,89699,170405,94017,175366,96615,183649,98038,183654,94172,170250,479,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2742.642565,319706.1486
11,서울특별시,11140,중구,11140670,황학동,1114067000,,2383.177991,13531,13531,1,2020,23796,245299,26340,232574,21712,241141,25342,254484,27455,262016,22064,246739,329,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,2383.177991,328639.5922
11,서울특별시,11140,중구,11140680,중림동,1114068000,,3691.211526,12801,12801,1,2020,219544,96123,173557,64833,177413,85691,217981,103886,221474,90306,210045,77335,371,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3691.211526,484384.1759
11,서울특별시,11140,중구,11140615,신당동,1114061500,,3634.196533,10867,10867,1,2020,177274,41061,170735,40636,177180,41889,181434,41792,188273,42840,188099,43296,336,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3634.196533,534941.5397
11,서울특별시,11110,종로구,11110710,숭인2동,1111071000,,3094.992481,10178,10178,1,2020,26183,183251,26124,173206,23304,173031,23019,183511,23463,185187,23815,177792,328,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3094.992481,351906.26
11,서울특별시,11110,종로구,11110515,청운효자동,1111051500,,8095.715993,12633,12633,1,2020,1398,243258,1397,232778,1093,245217,1087,263279,915,251056,1047,253187,323,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,8095.715993,2568432.015
11,서울특별시,11110,종로구,11110650,혜화동,1111065000,,5621.303474,19734,19734,1,2020,17429,257797,17361,215040,15759,235113,17091,252941,16113,246550,16569,237929,214,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,5621.303474,1132420.98
11,서울특별시,11140,중구,11140520,소공동,1114052000,,4843.848629,3011,3011,1,2020,233191,8404,223692,7475,230840,6238,247125,7632,253829,6976,241573,6868,1337,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4843.848629,943794.9754
11,서울특별시,11200,성동구,11200550,사근동,1120055000,,5312.895596,13512,13512,1,2020,102240,312218,93856,283472,88431,301948,102091,339527,106741,325713,89741,317025,498,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,5312.895596,1169215.939
11,서울특별시,11200,성동구,11200560,행당1동,1120056000,,4395.147382,14363,14363,1,2020,265440,60613,249510,59797,217398,62365,233754,62398,255977,63005,221123,59103,344,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4395.147382,573565.6081
11,서울특별시,11200,성동구,11200650,성수1가1동,1120065000,,6171.180729,16851,16851,1,2020,58780,242670,62217,233070,55158,243717,57449,253297,55437,260931,51931,246449,295,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,6171.180729,1885874.606
11,서울특별시,11200,성동구,11200660,성수1가2동,1120066000,,5211.338898,13738,13738,1,2020,272167,15040,262036,22037,264114,23132,276744,24594,280474,24089,264743,16179,347,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,5211.338898,930085.5062
11,서울특별시,11200,성동구,11200570,행당2동,1120057000,,3213.959938,24151,24151,1,2020,95495,220741,94936,217010,101002,232803,106733,239955,107130,232535,104087,228624,224,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3213.959938,457668.8615
11,서울특별시,11200,성동구,11200580,응봉동,1120058000,,3309.648649,15824,15824,1,2020,171903,26854,173023,28676,171523,28949,183051,29399,190527,30529,185427,29543,216,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3309.648649,553584.3691
11,서울특별시,11200,성동구,11200590,금호1가동,1120059000,,3649.128173,15795,15795,1,2020,84171,132124,84356,139153,86278,138111,91603,143994,92491,139294,87368,137010,235,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3649.128173,445433.9737
11,서울특별시,11200,성동구,11200620,금호4가동,1120062000,,4548.000744,14842,14842,1,2020,151277,77060,154556,74828,152324,81984,162502,84680,159693,84996,147718,77173,259,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4548.000744,831841.0655
11,서울특별시,11170,용산구,11170660,이태원2동,1117066000,,4481.143215,10795,10795,1,2020,353053,14973,321237,11525,317766,10876,345961,11110,354064,11390,343618,11053,533,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,4481.143215,874243.3586
11,서울특별시,11170,용산구,11170690,서빙고동,1117069000,,8759.508911,14000,14000,1,2020,11263,161233,11830,160716,11967,165784,12192,174299,12264,175234,11228,172155,211,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,8759.508911,2821947.901
11,서울특별시,11170,용산구,11170700,보광동,1117070000,,4416.523637,15531,15531,1,2020,5808,219037,5264,213541,17080,228792,4090,250912,19598,248822,14091,241764,258,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,4416.523637,715096.198
11,서울특별시,11170,용산구,11170555,청파동,1117055500,,5312.071416,20496,20496,1,2020,144898,563156,134968,483043,114050,504034,140923,626926,164410,555343,147462,476612,541,댐(K-water),다목적댐,충주댐,1003110,암사취수장,2015006513,암사정수장,2015006516,낙성대배수지,2015006530,지방,1100rs03,5312.071416,886184.6764
11,서울특별시,11170,용산구,11170560,원효로1동,1117056000,,3764.522031,16730,16730,1,2020,179939,28143,178180,28801,181268,28854,194314,30447,202675,32689,193318,31890,214,댐(K-water),다목적댐,충주댐,1003110,자양취수장,1986000008,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs06,3764.522031,589057.3164
11,서울특별시,11170,용산구,11170625,한강로동,1117062500,,8216.54488,22097,22097,1,2020,95191,494561,88777,457283,81418,487977,97941,542021,107910,526266,93794,489136,440,댐(K-water),다목적댐,충주댐,1003110,자양취수장,1986000008,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs06,8216.54488,2869816.098
11,서울특별시,11170,용산구,11170685,한남동,1117068500,,9011.494195,23761,23761,1,2020,124098,15799,123451,16741,124827,17153,130975,17282,132938,18133,127385,17167,100,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,보광배수지,2015007223,지방,1100rs07,9011.494195,3031897.074
11,서울특별시,11200,성동구,11200520,왕십리2동,1120052000,,3200.140196,17416,17416,1,2020,328459,132238,321752,129776,324963,133234,350131,138919,350821,139410,335023,133362,442,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3200.140196,372425.4369
11,서울특별시,11200,성동구,11200540,마장동,1120054000,,4476.864372,23459,23459,1,2020,369698,46157,357603,48477,356361,47168,394393,48777,392516,49743,376840,46621,295,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4476.864372,1035275.699
11,서울특별시,11200,성동구,11200720,송정동,1120072000,,6475.690287,11143,11143,1,2020,158033,12464,154625,12769,161721,11763,169328,11201,169968,11290,163174,10655,257,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,6475.690287,681915.5619
11,서울특별시,11200,성동구,11200790,용답동,1120079000,,9312.981536,12724,12724,1,2020,23834,244689,23459,234913,22516,244107,22300,273052,23016,276427,22700,237712,354,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,용마배수지,2015006524,지방,1100rs05,9312.981536,2377147.575
11,서울특별시,11200,성동구,11200535,왕십리도선동,1120053500,,4067.215505,27588,27588,1,2020,179251,74198,177561,74877,179308,71517,186442,72382,191911,71871,184607,69907,152,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,4067.215505,710285.3866
11,서울특별시,11215,광진구,11215760,중곡3동,1121576000,,3216.785897,16902,16902,1,2020,273375,12963,269202,13296,256497,9502,284280,9155,282918,8634,275962,7826,275,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3216.785897,601866.2292
11,서울특별시,11215,광진구,11215770,중곡4동,1121577000,,6911.327022,29815,29815,1,2020,8473,420192,9558,412155,7066,429328,7839,453329,6800,461190,6776,440772,244,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,용마배수지,2015006524,지방,1100rs05,6911.327022,2313468.273
11,서울특별시,11215,광진구,11215780,능동,1121578000,,4546.948822,11913,11913,1,2020,239014,4034,226311,3761,235722,3132,252806,3534,259868,3314,240404,2718,338,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4546.948822,1092104.834
11,서울특별시,11215,광진구,11215850,구의1동,1121585000,,3263.655353,22700,22700,1,2020,357547,11108,357525,10925,368652,10084,387096,11400,395360,11613,379812,10688,278,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3263.655353,565313.1376
11,서울특별시,11230,동대문구,11230710,회기동,1123071000,,4560.534532,12663,12663,1,2020,33476,268878,33168,229255,32395,230900,30037,279039,36471,254965,32811,256105,371,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,월곡배수지,2015006525,지방,1100rs08,4560.534532,766916.7212
11,서울특별시,11230,동대문구,11230720,휘경1동,1123072000,,4224.47387,15362,15362,1,2020,222278,38378,201709,39785,185222,42756,198199,42967,196781,42693,190197,40148,256,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,용마배수지,2015006524,지방,1100rs05,4224.47387,521796.2163
11,서울특별시,11215,광진구,11215860,구의2동,1121586000,,5977.671687,27444,27444,1,2020,22773,375286,22255,369331,22248,383535,21734,402949,22969,407530,21574,390383,245,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,5977.671687,1388040.719
11,서울특별시,11215,광진구,11215870,구의3동,1121587000,,4928.764615,29588,29588,1,2020,412692,146338,400337,133389,380655,129144,438732,138107,436531,140648,406893,126074,304,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4928.764615,1027561.349
11,서울특별시,11215,광진구,11215810,광장동,1121581000,,7227.062366,35619,35619,1,2020,375967,146087,364919,157144,361595,153008,389538,162016,401335,161207,383340,148706,246,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,7227.062366,2393761.246
11,서울특별시,11215,광진구,11215820,자양1동,1121582000,,3912.22734,23710,23710,1,2020,18811,359751,17991,359849,16767,365805,15908,393548,17800,393992,16383,377226,271,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3912.22734,568867.8431
11,서울특별시,11215,광진구,11215830,자양2동,1121583000,,6327.693025,26016,26016,1,2020,364153,26177,363551,27006,370839,26645,382598,27101,398609,27589,390859,25714,255,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,6327.693025,1657522.946
11,서울특별시,11215,광진구,11215840,자양3동,1121584000,,4845.666543,28957,28957,1,2020,134359,341407,132902,314994,135271,333022,147571,361172,148842,357106,140857,344115,273,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4845.666543,1196419.137
11,서울특별시,11215,광진구,11215847,자양4동,1121584700,,4857.039209,21526,21526,1,2020,372692,23753,358498,22370,369499,21347,386329,23628,401502,22201,393688,20642,307,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4857.039209,1180022.857
11,서울특별시,11200,성동구,11200615,금호2·3가동,1120061500,,3754.539473,23584,23584,1,2020,52031,280596,52787,276366,55342,281385,55920,293971,56082,298875,54669,291517,237,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,3754.539473,631195.9134
11,서울특별시,11200,성동구,11200645,옥수동,1120064500,,8090.069958,26912,26912,1,2020,256577,127214,257822,132209,256614,134629,280725,138752,282926,137978,271934,135202,245,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,뚝도정수장,2015006518,대현산배수지,2015006522,지방,1100rs07,8090.069958,1922171.763
11,서울특별시,11215,광진구,11215710,화양동,1121571000,,4891.747435,25541,25541,1,2020,29631,618545,26884,564355,22634,586729,26926,626688,28066,603963,24732,597030,402,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4891.747435,1166008.398
11,서울특별시,11215,광진구,11215730,군자동,1121573000,,3751.834983,21903,21903,1,2020,13813,371020,14696,350355,14213,363542,15068,395440,16088,403251,15457,398348,296,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3751.834983,738025.436
11,서울특별시,11215,광진구,11215740,중곡1동,1121574000,,3085.457994,16190,16190,1,2020,239782,4339,241813,4131,250447,4065,263264,4642,268928,4633,259517,4631,262,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3085.457994,614504.7625
11,서울특별시,11215,광진구,11215750,중곡2동,1121575000,,3243.682284,22285,22285,1,2020,6716,332492,7268,331518,6143,341145,5821,356750,5343,363887,5370,345504,258,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,3243.682284,545542.0647
11,서울특별시,11200,성동구,11200670,성수2가1동,1120067000,,4731.953068,17146,17146,1,2020,17484,289852,17344,289964,17357,294773,21174,316872,22591,323448,17116,311243,309,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4731.953068,1184964.35
11,서울특별시,11200,성동구,11200690,성수2가3동,1120069000,,4439.385677,11457,11457,1,2020,89222,319291,88777,317774,90764,317706,93414,356582,99984,340787,92854,327333,604,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,구의정수장,2015006517,아차산배수지,2015006523,지방,1100rs05,4439.385677,1054501.272
11,서울특별시,11230,동대문구,11230610,답십리2동,1123061000,,4264.865579,29486,29486,1,2020,101122,289378,103288,288290,102370,293901,111846,300428,109888,306487,101849,292430,223,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,공릉배수지,2015006527,지방,1100rs08,4264.865579,875744.9316
11,서울특별시,11230,동대문구,11230650,장안1동,1123065000,,6328.85627,39287,39287,1,2020,98068,559041,96158,562543,97597,568092,102192,597719,110998,602112,100487,591038,284,댐(K-water),다목적댐,충주댐,1003110,강북취수장,2015006515,강북정수장,2015006519,공릉배수지,2015006527,지방,1100rs08,6328.85627,1342167.55
